date,side,variant,regime,structure,ss,ls,sm,lm,entry,pnl,spot,settle,exp
2024-01-05,call,50d_always_bull,BULL,BPC,4705.0,4695.0,29.6,25.0,4.4,439.03,4697.24,4783.83,2024-01-12
2024-01-05,call,50d_regime_follow,BULL,BPC,4705.0,4695.0,29.6,25.0,4.4,439.03,4697.24,4783.83,2024-01-12
2024-01-05,call,50d_skip_bear,BULL,BPC,4705.0,4695.0,29.6,25.0,4.4,439.03,4697.24,4783.83,2024-01-12
2024-01-05,call,em75_always_bull,BULL,BCD,4750.0,4740.0,9.6,12.45,3.05,694.03,4697.24,4783.83,2024-01-12
2024-01-05,call,em75_always_short,BULL,BCC,4740.0,4750.0,12.45,9.6,2.65,-735.97,4697.24,4783.83,2024-01-12
2024-01-05,call,em75_regime_follow,BULL,BCD,4750.0,4740.0,9.6,12.45,3.05,694.03,4697.24,4783.83,2024-01-12
2024-01-05,call,em75_skip_bear,BULL,BCD,4750.0,4740.0,9.6,12.45,3.05,694.03,4697.24,4783.83,2024-01-12
2024-01-08,put,put_regime,BULL,BPC,4725.0,4715.0,13.3,10.95,2.15,214.03,4763.54,4765.98,2024-01-16
2024-01-09,put,put_regime,BULL,BPC,4715.0,4705.0,11.95,9.8,1.95,194.03,4756.5,4739.21,2024-01-17
2024-01-10,put,put_regime,BEAR,BPD,4730.0,4740.0,9.0,10.9,2.1,-210.97,4783.45,4780.94,2024-01-18
2024-01-11,put,put_regime,BULL,BPC,4740.0,4730.0,12.1,10.05,1.85,184.03,4780.24,4839.81,2024-01-19
2024-01-12,put,put_regime,BULL,BPC,4745.0,4735.0,13.9,11.6,2.1,209.03,4783.83,4850.43,2024-01-22
2024-01-15,put,put_regime,BULL,BPC,4745.0,4735.0,14.75,12.35,2.2,219.03,4785.0,4864.6,2024-01-23
2024-01-16,call,50d_always_bull,BULL,BPC,4770.0,4760.0,26.6,22.35,4.05,404.03,4765.98,4864.6,2024-01-23
2024-01-16,call,50d_regime_follow,BULL,BPC,4770.0,4760.0,26.6,22.35,4.05,404.03,4765.98,4864.6,2024-01-23
2024-01-16,call,50d_skip_bear,BULL,BPC,4770.0,4760.0,26.6,22.35,4.05,404.03,4765.98,4864.6,2024-01-23
2024-01-16,call,em75_always_bull,BULL,BCD,4815.0,4805.0,9.3,12.25,3.15,684.03,4765.98,4864.6,2024-01-23
2024-01-16,call,em75_always_short,BULL,BCC,4805.0,4815.0,12.25,9.3,2.75,-725.97,4765.98,4864.6,2024-01-23
2024-01-16,call,em75_regime_follow,BULL,BCD,4815.0,4805.0,9.3,12.25,3.15,684.03,4765.98,4864.6,2024-01-23
2024-01-16,call,em75_skip_bear,BULL,BCD,4815.0,4805.0,9.3,12.25,3.15,684.03,4765.98,4864.6,2024-01-23
2024-01-16,put,put_regime,BULL,BPC,4720.0,4710.0,12.75,10.8,1.75,174.03,4765.98,4868.55,2024-01-24
2024-01-17,call,50d_always_bull,BEAR,BPC,4745.0,4735.0,30.25,25.7,4.35,434.03,4739.21,4868.55,2024-01-24
2024-01-17,call,50d_regime_follow,BEAR,BPD,4735.0,4745.0,25.7,30.25,4.75,-475.97,4739.21,4868.55,2024-01-24
2024-01-17,call,em75_always_bull,BEAR,BCD,4790.0,4780.0,9.3,12.2,3.1,689.03,4739.21,4868.55,2024-01-24
2024-01-17,call,em75_always_short,BEAR,BCC,4780.0,4790.0,12.2,9.3,2.7,-730.97,4739.21,4868.55,2024-01-24
2024-01-17,call,em75_regime_follow,BEAR,BCC,4780.0,4790.0,12.2,9.3,2.7,-730.97,4739.21,4868.55,2024-01-24
2024-01-17,put,put_regime,BEAR,BPD,4680.0,4690.0,12.1,14.15,2.25,-225.97,4739.21,4894.16,2024-01-25
2024-01-18,call,em75_always_short,BULL,BCC,4820.0,4830.0,12.2,9.35,2.65,-735.97,4780.94,4894.16,2024-01-25
2024-01-19,put,put_regime,BULL,BPC,4795.0,4785.0,12.05,10.0,1.85,184.03,4839.81,4927.93,2024-01-29
2024-01-22,put,put_regime,BULL,BPC,4810.0,4800.0,11.65,9.65,1.8,179.03,4850.43,4924.97,2024-01-30
2024-01-23,call,50d_always_bull,BEAR,BPC,4870.0,4860.0,21.0,16.9,3.9,389.03,4864.6,4924.97,2024-01-30
2024-01-23,call,50d_regime_follow,BEAR,BPD,4860.0,4870.0,16.9,21.0,4.3,-430.97,4864.6,4924.97,2024-01-30
2024-01-23,call,em75_always_bull,BEAR,BCD,4910.0,4900.0,10.15,13.35,3.4,659.03,4864.6,4924.97,2024-01-30
2024-01-23,call,em75_always_short,BEAR,BCC,4900.0,4910.0,13.35,10.15,3.0,-700.97,4864.6,4924.97,2024-01-30
2024-01-23,call,em75_regime_follow,BEAR,BCC,4900.0,4910.0,13.35,10.15,3.0,-700.97,4864.6,4924.97,2024-01-30
2024-01-23,put,put_regime,BEAR,BPD,4810.0,4820.0,9.1,11.0,2.1,-210.97,4864.6,4845.65,2024-01-31
2024-01-24,call,50d_regime_follow,BEAR,BPD,4865.0,4875.0,23.9,28.2,4.5,549.03,4868.55,4845.65,2024-01-31
2024-01-24,call,em75_always_short,BEAR,BCC,4915.0,4925.0,13.4,10.65,2.55,254.03,4868.55,4845.65,2024-01-31
2024-01-24,call,em75_regime_follow,BEAR,BCC,4915.0,4925.0,13.4,10.65,2.55,254.03,4868.55,4845.65,2024-01-31
2024-01-24,put,put_regime,BEAR,BPD,4810.0,4820.0,10.45,12.3,2.05,-205.97,4868.55,4906.19,2024-02-01
2024-01-25,call,em75_always_short,BULL,BCC,4940.0,4950.0,13.35,10.6,2.55,254.03,4894.16,4906.19,2024-02-01
2024-01-26,call,50d_always_bull,BULL,BPC,4895.0,4885.0,34.95,30.15,4.6,459.03,4890.97,4958.61,2024-02-02
2024-01-26,call,50d_regime_follow,BULL,BPC,4895.0,4885.0,34.95,30.15,4.6,459.03,4890.97,4958.61,2024-02-02
2024-01-26,call,50d_skip_bear,BULL,BPC,4895.0,4885.0,34.95,30.15,4.6,459.03,4890.97,4958.61,2024-02-02
2024-01-26,call,em75_always_bull,BULL,BCD,4950.0,4940.0,10.65,13.3,2.85,714.03,4890.97,4958.61,2024-02-02
2024-01-26,call,em75_always_short,BULL,BCC,4940.0,4950.0,13.3,10.65,2.45,-755.97,4890.97,4958.61,2024-02-02
2024-01-26,call,em75_regime_follow,BULL,BCD,4950.0,4940.0,10.65,13.3,2.85,714.03,4890.97,4958.61,2024-02-02
2024-01-26,call,em75_skip_bear,BULL,BCD,4950.0,4940.0,10.65,13.3,2.85,714.03,4890.97,4958.61,2024-02-02
2024-01-26,put,put_regime,BULL,BPC,4840.0,4830.0,16.25,13.85,2.2,219.03,4890.97,4942.81,2024-02-05
2024-01-29,call,50d_always_bull,BULL,BPC,4935.0,4925.0,36.4,31.4,4.8,479.03,4927.93,4942.81,2024-02-05
2024-01-29,call,50d_regime_follow,BULL,BPC,4935.0,4925.0,36.4,31.4,4.8,479.03,4927.93,4942.81,2024-02-05
2024-01-29,call,50d_skip_bear,BULL,BPC,4935.0,4925.0,36.4,31.4,4.8,479.03,4927.93,4942.81,2024-02-05
2024-01-29,call,em75_always_bull,BULL,BCD,4990.0,4980.0,10.6,13.15,2.75,-275.97,4927.93,4942.81,2024-02-05
2024-01-29,call,em75_always_short,BULL,BCC,4980.0,4990.0,13.15,10.6,2.35,234.03,4927.93,4942.81,2024-02-05
2024-01-29,call,em75_regime_follow,BULL,BCD,4990.0,4980.0,10.6,13.15,2.75,-275.97,4927.93,4942.81,2024-02-05
2024-01-29,call,em75_skip_bear,BULL,BCD,4990.0,4980.0,10.6,13.15,2.75,-275.97,4927.93,4942.81,2024-02-05
2024-01-29,put,put_regime,BULL,BPC,4875.0,4865.0,15.35,13.05,2.1,209.03,4927.93,4954.23,2024-02-06
2024-01-30,call,50d_always_bull,BULL,BPC,4930.0,4920.0,42.05,36.55,5.3,529.03,4924.97,4954.23,2024-02-06
2024-01-30,call,50d_regime_follow,BULL,BPC,4930.0,4920.0,42.05,36.55,5.3,529.03,4924.97,4954.23,2024-02-06
2024-01-30,call,50d_skip_bear,BULL,BPC,4930.0,4920.0,42.05,36.55,5.3,529.03,4924.97,4954.23,2024-02-06
2024-01-30,call,em75_always_bull,BULL,BCD,4985.0,4975.0,8.45,10.55,2.3,-230.97,4924.97,4954.23,2024-02-06
2024-01-30,call,em75_always_short,BULL,BCC,4975.0,4985.0,10.55,8.45,1.9,189.03,4924.97,4954.23,2024-02-06
2024-01-30,call,em75_regime_follow,BULL,BCD,4985.0,4975.0,8.45,10.55,2.3,-230.97,4924.97,4954.23,2024-02-06
2024-01-30,call,em75_skip_bear,BULL,BCD,4985.0,4975.0,8.45,10.55,2.3,-230.97,4924.97,4954.23,2024-02-06
2024-01-30,put,put_regime,BULL,BPC,4870.0,4860.0,18.0,15.25,2.55,254.03,4924.97,4995.06,2024-02-07
2024-01-31,call,50d_always_bull,BEAR,BPC,4850.0,4840.0,32.4,27.95,4.25,424.03,4845.65,4995.06,2024-02-07
2024-01-31,call,50d_regime_follow,BEAR,BPD,4840.0,4850.0,27.95,32.4,4.65,-465.97,4845.65,4995.06,2024-02-07
2024-01-31,call,em75_always_bull,BEAR,BCD,4905.0,4895.0,12.65,15.65,3.2,679.03,4845.65,4995.06,2024-02-07
2024-01-31,call,em75_always_short,BEAR,BCC,4895.0,4905.0,15.65,12.65,2.8,-720.97,4845.65,4995.06,2024-02-07
2024-01-31,call,em75_regime_follow,BEAR,BCC,4895.0,4905.0,15.65,12.65,2.8,-720.97,4845.65,4995.06,2024-02-07
2024-01-31,put,put_regime,BEAR,BPD,4780.0,4790.0,12.1,14.1,2.2,-220.97,4845.65,4997.91,2024-02-08
2024-02-01,call,50d_always_bull,BEAR,BPC,4910.0,4900.0,18.35,15.35,2.8,279.03,4906.19,4997.91,2024-02-08
2024-02-01,call,50d_regime_follow,BEAR,BPD,4900.0,4910.0,15.35,18.35,3.2,-320.97,4906.19,4997.91,2024-02-08
2024-02-01,call,em75_always_bull,BEAR,BCD,4970.0,4960.0,17.8,21.65,4.05,594.03,4906.19,4997.91,2024-02-08
2024-02-01,call,em75_always_short,BEAR,BCC,4960.0,4970.0,21.65,17.8,3.65,-635.97,4906.19,4997.91,2024-02-08
2024-02-01,call,em75_regime_follow,BEAR,BCC,4960.0,4970.0,21.65,17.8,3.65,-635.97,4906.19,4997.91,2024-02-08
2024-02-01,put,put_regime,BEAR,BPD,4840.0,4850.0,6.65,7.9,1.45,-145.97,4906.19,5026.61,2024-02-09
2024-02-02,put,put_regime,BULL,BPC,4910.0,4900.0,16.15,13.8,2.15,214.03,4958.61,5021.84,2024-02-12
2024-02-05,call,50d_always_bull,BULL,BPC,4950.0,4940.0,30.85,25.95,4.7,469.03,4942.81,5021.84,2024-02-12
2024-02-05,call,50d_regime_follow,BULL,BPC,4950.0,4940.0,30.85,25.95,4.7,469.03,4942.81,5021.84,2024-02-12
2024-02-05,call,50d_skip_bear,BULL,BPC,4950.0,4940.0,30.85,25.95,4.7,469.03,4942.81,5021.84,2024-02-12
2024-02-05,call,em75_always_bull,BULL,BCD,4995.0,4985.0,8.3,10.8,2.7,729.03,4942.81,5021.84,2024-02-12
2024-02-05,call,em75_always_short,BULL,BCC,4985.0,4995.0,10.8,8.3,2.3,-770.97,4942.81,5021.84,2024-02-12
2024-02-05,call,em75_regime_follow,BULL,BCD,4995.0,4985.0,8.3,10.8,2.7,729.03,4942.81,5021.84,2024-02-12
2024-02-05,call,em75_skip_bear,BULL,BCD,4995.0,4985.0,8.3,10.8,2.7,729.03,4942.81,5021.84,2024-02-12
2024-02-05,put,put_regime,BULL,BPC,4895.0,4885.0,14.85,12.6,2.05,204.03,4942.81,4953.17,2024-02-13
2024-02-06,call,50d_always_bull,BULL,BPC,4960.0,4950.0,30.85,26.05,4.6,-223.98,4954.23,4953.17,2024-02-13
2024-02-06,call,50d_regime_follow,BULL,BPC,4960.0,4950.0,30.85,26.05,4.6,-223.98,4954.23,4953.17,2024-02-13
2024-02-06,call,50d_skip_bear,BULL,BPC,4960.0,4950.0,30.85,26.05,4.6,-223.98,4954.23,4953.17,2024-02-13
2024-02-06,call,em75_always_bull,BULL,BCD,5005.0,4995.0,9.9,12.6,2.9,-290.97,4954.23,4953.17,2024-02-13
2024-02-06,call,em75_always_short,BULL,BCC,4995.0,5005.0,12.6,9.9,2.5,249.03,4954.23,4953.17,2024-02-13
2024-02-06,call,em75_regime_follow,BULL,BCD,5005.0,4995.0,9.9,12.6,2.9,-290.97,4954.23,4953.17,2024-02-13
2024-02-06,call,em75_skip_bear,BULL,BCD,5005.0,4995.0,9.9,12.6,2.9,-290.97,4954.23,4953.17,2024-02-13
2024-02-06,put,put_regime,BULL,BPC,4910.0,4900.0,14.55,12.2,2.15,214.03,4954.23,5000.62,2024-02-14
2024-02-07,call,50d_always_bull,BEAR,BPC,5000.0,4990.0,29.3,24.5,4.6,459.03,4995.06,5000.62,2024-02-14
2024-02-07,call,50d_regime_follow,BEAR,BPD,4990.0,5000.0,24.5,29.3,5.0,-500.97,4995.06,5000.62,2024-02-14
2024-02-07,call,em75_always_bull,BEAR,BCD,5050.0,5040.0,9.45,12.05,2.8,-280.97,4995.06,5000.62,2024-02-14
2024-02-07,call,em75_always_short,BEAR,BCC,5040.0,5050.0,12.05,9.45,2.4,239.03,4995.06,5000.62,2024-02-14
2024-02-07,call,em75_regime_follow,BEAR,BCC,5040.0,5050.0,12.05,9.45,2.4,239.03,4995.06,5000.62,2024-02-14
2024-02-07,put,put_regime,BEAR,BPD,4940.0,4950.0,10.5,12.75,2.45,-245.97,4995.06,5029.73,2024-02-15
2024-02-08,call,em75_always_short,BULL,BCC,5040.0,5050.0,12.15,9.55,2.4,239.03,4997.91,5029.73,2024-02-15
2024-02-12,put,put_regime,BULL,BPC,4975.0,4965.0,13.5,11.25,2.05,204.03,5021.84,4975.51,2024-02-20
2024-02-13,call,50d_always_bull,BULL,BPC,4960.0,4950.0,30.15,25.85,4.1,409.03,4953.17,4975.51,2024-02-20
2024-02-13,call,50d_regime_follow,BULL,BPC,4960.0,4950.0,30.15,25.85,4.1,409.03,4953.17,4975.51,2024-02-20
2024-02-13,call,50d_skip_bear,BULL,BPC,4960.0,4950.0,30.15,25.85,4.1,409.03,4953.17,4975.51,2024-02-20
2024-02-13,call,em75_always_bull,BULL,BCD,5010.0,5000.0,9.65,12.25,2.8,-280.97,4953.17,4975.51,2024-02-20
2024-02-13,call,em75_always_short,BULL,BCC,5000.0,5010.0,12.25,9.65,2.4,239.03,4953.17,4975.51,2024-02-20
2024-02-13,call,em75_regime_follow,BULL,BCD,5010.0,5000.0,9.65,12.25,2.8,-280.97,4953.17,4975.51,2024-02-20
2024-02-13,call,em75_skip_bear,BULL,BCD,5010.0,5000.0,9.65,12.25,2.8,-280.97,4953.17,4975.51,2024-02-20
2024-02-13,put,put_regime,BULL,BPC,4905.0,4895.0,14.7,12.8,1.7,169.03,4953.17,4981.8,2024-02-21
2024-02-14,call,50d_always_bull,BULL,BPC,5005.0,4995.0,27.45,23.1,4.15,-585.97,5000.62,4981.8,2024-02-21
2024-02-14,call,50d_regime_follow,BULL,BPC,5005.0,4995.0,27.45,23.1,4.15,-585.97,5000.62,4981.8,2024-02-21
2024-02-14,call,50d_skip_bear,BULL,BPC,5005.0,4995.0,27.45,23.1,4.15,-585.97,5000.62,4981.8,2024-02-21
2024-02-14,call,em75_always_bull,BULL,BCD,5050.0,5040.0,8.75,11.55,3.0,-300.97,5000.62,4981.8,2024-02-21
2024-02-14,call,em75_always_short,BULL,BCC,5040.0,5050.0,11.55,8.75,2.6,259.03,5000.62,4981.8,2024-02-21
2024-02-14,call,em75_regime_follow,BULL,BCD,5050.0,5040.0,8.75,11.55,3.0,-300.97,5000.62,4981.8,2024-02-21
2024-02-14,call,em75_skip_bear,BULL,BCD,5050.0,5040.0,8.75,11.55,3.0,-300.97,5000.62,4981.8,2024-02-21
2024-02-14,put,put_regime,BULL,BPC,4955.0,4945.0,14.1,12.05,1.85,184.03,5000.62,5087.03,2024-02-22
2024-02-15,call,50d_always_bull,BEAR,BPC,5035.0,5025.0,27.25,22.9,4.15,414.03,5029.73,5087.03,2024-02-22
2024-02-15,call,50d_regime_follow,BEAR,BPD,5025.0,5035.0,22.9,27.25,4.55,-455.97,5029.73,5087.03,2024-02-22
2024-02-15,call,em75_always_bull,BEAR,BCD,5085.0,5075.0,10.55,13.45,3.1,689.03,5029.73,5087.03,2024-02-22
2024-02-15,call,em75_always_short,BEAR,BCC,5075.0,5085.0,13.45,10.55,2.7,-730.97,5029.73,5087.03,2024-02-22
2024-02-15,call,em75_regime_follow,BEAR,BCC,5075.0,5085.0,13.45,10.55,2.7,-730.97,5029.73,5087.03,2024-02-22
2024-02-15,put,put_regime,BEAR,BPD,4970.0,4980.0,10.25,12.15,2.1,-210.97,5029.73,5088.8,2024-02-23
2024-02-16,put,put_regime,BULL,BPC,4955.0,4945.0,15.8,13.5,2.1,209.03,5005.57,5069.53,2024-02-26
2024-02-19,call,50d_always_bull,BULL,BPC,5020.0,5010.0,34.35,29.6,4.55,454.03,5015.0,5069.53,2024-02-26
2024-02-19,call,50d_regime_follow,BULL,BPC,5020.0,5010.0,34.35,29.6,4.55,454.03,5015.0,5069.53,2024-02-26
2024-02-19,call,50d_skip_bear,BULL,BPC,5020.0,5010.0,34.35,29.6,4.55,454.03,5015.0,5069.53,2024-02-26
2024-02-19,call,em75_always_bull,BULL,BCD,5070.0,5060.0,9.5,12.1,2.8,672.01,5015.0,5069.53,2024-02-26
2024-02-19,call,em75_always_short,BULL,BCC,5060.0,5070.0,12.1,9.5,2.4,-713.95,5015.0,5069.53,2024-02-26
2024-02-19,call,em75_regime_follow,BULL,BCD,5070.0,5060.0,9.5,12.1,2.8,672.01,5015.0,5069.53,2024-02-26
2024-02-19,call,em75_skip_bear,BULL,BCD,5070.0,5060.0,9.5,12.1,2.8,672.01,5015.0,5069.53,2024-02-26
2024-02-19,put,put_regime,BULL,BPC,4965.0,4955.0,16.75,14.5,2.05,204.03,5015.0,5078.18,2024-02-27
2024-02-20,call,50d_always_bull,BULL,BPC,4980.0,4970.0,33.9,29.5,4.2,419.03,4975.51,5078.18,2024-02-27
2024-02-20,call,50d_regime_follow,BULL,BPC,4980.0,4970.0,33.9,29.5,4.2,419.03,4975.51,5078.18,2024-02-27
2024-02-20,call,50d_skip_bear,BULL,BPC,4980.0,4970.0,33.9,29.5,4.2,419.03,4975.51,5078.18,2024-02-27
2024-02-20,call,em75_always_bull,BULL,BCD,5035.0,5025.0,12.2,15.05,3.05,694.03,4975.51,5078.18,2024-02-27
2024-02-20,call,em75_always_short,BULL,BCC,5025.0,5035.0,15.05,12.2,2.65,-735.97,4975.51,5078.18,2024-02-27
2024-02-20,call,em75_regime_follow,BULL,BCD,5035.0,5025.0,12.2,15.05,3.05,694.03,4975.51,5078.18,2024-02-27
2024-02-20,call,em75_skip_bear,BULL,BCD,5035.0,5025.0,12.2,15.05,3.05,694.03,4975.51,5078.18,2024-02-27
2024-02-20,put,put_regime,BULL,BPC,4920.0,4910.0,16.25,14.1,1.95,194.03,4975.51,5069.76,2024-02-28
2024-02-21,call,50d_always_bull,BEAR,BPC,4985.0,4975.0,22.0,18.8,3.0,299.03,4981.8,5069.76,2024-02-28
2024-02-21,call,50d_regime_follow,BEAR,BPD,4975.0,4985.0,18.8,22.0,3.4,-340.97,4981.8,5069.76,2024-02-28
2024-02-21,call,em75_always_bull,BEAR,BCD,5045.0,5035.0,15.75,19.5,3.95,604.03,4981.8,5069.76,2024-02-28
2024-02-21,call,em75_always_short,BEAR,BCC,5035.0,5045.0,19.5,15.75,3.55,-645.97,4981.8,5069.76,2024-02-28
2024-02-21,call,em75_regime_follow,BEAR,BCC,5035.0,5045.0,19.5,15.75,3.55,-645.97,4981.8,5069.76,2024-02-28
2024-02-21,put,put_regime,BEAR,BPD,4915.0,4925.0,9.1,10.45,1.55,-155.97,4981.8,5096.27,2024-02-29
2024-02-22,call,50d_always_bull,BULL,BPC,5095.0,5085.0,36.05,30.9,4.95,494.03,5087.03,5096.27,2024-02-29
2024-02-22,call,50d_regime_follow,BULL,BPC,5095.0,5085.0,36.05,30.9,4.95,494.03,5087.03,5096.27,2024-02-29
2024-02-22,call,50d_skip_bear,BULL,BPC,5095.0,5085.0,36.05,30.9,4.95,494.03,5087.03,5096.27,2024-02-29
2024-02-22,call,em75_always_bull,BULL,BCD,5145.0,5135.0,9.0,11.35,2.55,-255.97,5087.03,5096.27,2024-02-29
2024-02-22,call,em75_always_short,BULL,BCC,5135.0,5145.0,11.35,9.0,2.15,214.03,5087.03,5096.27,2024-02-29
2024-02-22,call,em75_regime_follow,BULL,BCD,5145.0,5135.0,9.0,11.35,2.55,-255.97,5087.03,5096.27,2024-02-29
2024-02-22,call,em75_skip_bear,BULL,BCD,5145.0,5135.0,9.0,11.35,2.55,-255.97,5087.03,5096.27,2024-02-29
2024-02-22,put,put_regime,BULL,BPC,5035.0,5025.0,15.6,13.35,2.05,204.03,5087.03,5137.08,2024-03-01
2024-02-23,put,put_regime,BULL,BPC,5045.0,5035.0,15.25,12.85,2.2,219.03,5088.8,5130.95,2024-03-04
2024-02-26,call,50d_always_bull,BULL,BPC,5075.0,5065.0,30.05,25.25,4.6,459.03,5069.53,5130.95,2024-03-04
2024-02-26,call,50d_regime_follow,BULL,BPC,5075.0,5065.0,30.05,25.25,4.6,459.03,5069.53,5130.95,2024-03-04
2024-02-26,call,50d_skip_bear,BULL,BPC,5075.0,5065.0,30.05,25.25,4.6,459.03,5069.53,5130.95,2024-03-04
2024-02-26,call,em75_always_bull,BULL,BCD,5120.0,5110.0,9.1,11.7,2.8,719.03,5069.53,5130.95,2024-03-04
2024-02-26,call,em75_always_short,BULL,BCC,5110.0,5120.0,11.7,9.1,2.4,-760.97,5069.53,5130.95,2024-03-04
2024-02-26,call,em75_regime_follow,BULL,BCD,5120.0,5110.0,9.1,11.7,2.8,719.03,5069.53,5130.95,2024-03-04
2024-02-26,call,em75_skip_bear,BULL,BCD,5120.0,5110.0,9.1,11.7,2.8,719.03,5069.53,5130.95,2024-03-04
2024-02-26,put,put_regime,BULL,BPC,5025.0,5015.0,13.8,11.6,2.0,199.03,5069.53,5078.65,2024-03-05
2024-02-27,call,50d_always_bull,BEAR,BPC,5085.0,5075.0,27.75,23.1,4.45,-190.98,5078.18,5078.65,2024-03-05
2024-02-27,call,50d_regime_follow,BEAR,BPD,5075.0,5085.0,23.1,27.75,4.85,149.04,5078.18,5078.65,2024-03-05
2024-02-27,call,em75_always_bull,BEAR,BCD,5130.0,5120.0,9.8,12.5,2.9,-290.97,5078.18,5078.65,2024-03-05
2024-02-27,call,em75_always_short,BEAR,BCC,5120.0,5130.0,12.5,9.8,2.5,249.03,5078.18,5078.65,2024-03-05
2024-02-27,call,em75_regime_follow,BEAR,BCC,5120.0,5130.0,12.5,9.8,2.5,249.03,5078.18,5078.65,2024-03-05
2024-02-27,put,put_regime,BEAR,BPD,5020.0,5030.0,10.6,12.6,2.2,-220.97,5078.18,5104.76,2024-03-06
2024-02-28,call,50d_always_bull,BULL,BPC,5075.0,5065.0,36.65,31.55,4.9,489.03,5069.76,5104.76,2024-03-06
2024-02-28,call,50d_regime_follow,BULL,BPC,5075.0,5065.0,36.65,31.55,4.9,489.03,5069.76,5104.76,2024-03-06
2024-02-28,call,50d_skip_bear,BULL,BPC,5075.0,5065.0,36.65,31.55,4.9,489.03,5069.76,5104.76,2024-03-06
2024-02-28,call,em75_always_bull,BULL,BCD,5125.0,5115.0,8.6,10.95,2.55,-255.97,5069.76,5104.76,2024-03-06
2024-02-28,call,em75_always_short,BULL,BCC,5115.0,5125.0,10.95,8.6,2.15,214.03,5069.76,5104.76,2024-03-06
2024-02-28,call,em75_regime_follow,BULL,BCD,5125.0,5115.0,8.6,10.95,2.55,-255.97,5069.76,5104.76,2024-03-06
2024-02-28,call,em75_skip_bear,BULL,BCD,5125.0,5115.0,8.6,10.95,2.55,-255.97,5069.76,5104.76,2024-03-06
2024-02-28,put,put_regime,BULL,BPC,5020.0,5010.0,16.95,14.6,2.15,214.03,5069.76,5157.36,2024-03-07
2024-02-29,call,50d_always_bull,BULL,BPC,5100.0,5090.0,30.5,25.8,4.5,449.03,5096.27,5157.36,2024-03-07
2024-02-29,call,50d_regime_follow,BULL,BPC,5100.0,5090.0,30.5,25.8,4.5,449.03,5096.27,5157.36,2024-03-07
2024-02-29,call,50d_skip_bear,BULL,BPC,5100.0,5090.0,30.5,25.8,4.5,449.03,5096.27,5157.36,2024-03-07
2024-02-29,call,em75_always_bull,BULL,BCD,5150.0,5140.0,8.45,10.95,2.7,729.03,5096.27,5157.36,2024-03-07
2024-02-29,call,em75_always_short,BULL,BCC,5140.0,5150.0,10.95,8.45,2.3,-770.97,5096.27,5157.36,2024-03-07
2024-02-29,call,em75_regime_follow,BULL,BCD,5150.0,5140.0,8.45,10.95,2.7,729.03,5096.27,5157.36,2024-03-07
2024-02-29,call,em75_skip_bear,BULL,BCD,5150.0,5140.0,8.45,10.95,2.7,729.03,5096.27,5157.36,2024-03-07
2024-02-29,put,put_regime,BULL,BPC,5050.0,5040.0,15.55,13.2,2.15,214.03,5096.27,5123.69,2024-03-08
2024-03-01,put,put_regime,BULL,BPC,5090.0,5080.0,14.9,12.6,2.1,209.03,5137.08,5117.94,2024-03-11
2024-03-04,call,50d_always_bull,BULL,BPC,5135.0,5125.0,30.95,26.35,4.4,-560.97,5130.95,5117.94,2024-03-11
2024-03-04,call,50d_regime_follow,BULL,BPC,5135.0,5125.0,30.95,26.35,4.4,-560.97,5130.95,5117.94,2024-03-11
2024-03-04,call,50d_skip_bear,BULL,BPC,5135.0,5125.0,30.95,26.35,4.4,-560.97,5130.95,5117.94,2024-03-11
2024-03-04,call,em75_always_bull,BULL,BCD,5185.0,5175.0,8.8,11.4,2.8,-280.97,5130.95,5117.94,2024-03-11
2024-03-04,call,em75_always_short,BULL,BCC,5175.0,5185.0,11.4,8.8,2.4,239.03,5130.95,5117.94,2024-03-11
2024-03-04,call,em75_regime_follow,BULL,BCD,5185.0,5175.0,8.8,11.4,2.8,-280.97,5130.95,5117.94,2024-03-11
2024-03-04,call,em75_skip_bear,BULL,BCD,5185.0,5175.0,8.8,11.4,2.8,-280.97,5130.95,5117.94,2024-03-11
2024-03-04,put,put_regime,BULL,BPC,5080.0,5070.0,15.6,13.3,2.1,209.03,5130.95,5175.27,2024-03-12
2024-03-05,call,50d_always_bull,BEAR,BPC,5085.0,5075.0,33.4,29.05,4.15,414.03,5078.65,5175.27,2024-03-12
2024-03-05,call,50d_regime_follow,BEAR,BPD,5075.0,5085.0,29.05,33.4,4.55,-455.97,5078.65,5175.27,2024-03-12
2024-03-05,call,em75_always_bull,BEAR,BCD,5140.0,5130.0,14.85,17.95,3.3,669.03,5078.65,5175.27,2024-03-12
2024-03-05,call,em75_always_short,BEAR,BCC,5130.0,5140.0,17.95,14.85,2.9,-710.97,5078.65,5175.27,2024-03-12
2024-03-05,call,em75_regime_follow,BEAR,BCC,5130.0,5140.0,17.95,14.85,2.9,-710.97,5078.65,5175.27,2024-03-12
2024-03-05,put,put_regime,BEAR,BPD,5010.0,5020.0,12.95,14.85,2.1,-210.97,5078.65,5165.31,2024-03-13
2024-03-06,call,50d_always_bull,BULL,BPC,5110.0,5100.0,35.75,31.25,4.3,429.03,5104.76,5165.31,2024-03-13
2024-03-06,call,50d_regime_follow,BULL,BPC,5110.0,5100.0,35.75,31.25,4.3,429.03,5104.76,5165.31,2024-03-13
2024-03-06,call,50d_skip_bear,BULL,BPC,5110.0,5100.0,35.75,31.25,4.3,429.03,5104.76,5165.31,2024-03-13
